reviewNum,domainID,aspectCategoryPolarity,review,aspectCategory,domain,reviewID,predictedCategory,predictedCategorySentiment
485,tra_599,pos,यहां ऐतिहासिक गुरुद्वारा और गर्म पानी के चश्मे सभी का मन मोह लेते हैं।,place,tra,tra_599,place,neg
486,tra_606,pos,बाहंग के हिम वैली फन पार्क में भी सैलानी दस्तक देकर सुकून के दो पल बिताते हुए मनाली की यात्रा को यादगार बना सकते हैं।,place,tra,tra_606,performance,neg
487,tra_611,pos,दरगाह अजमेर शरीफ का भारत में बड़ा महत्व है।,place,tra,tra_611,place,neg
488,tra_617,pos,अजमेर शहर के बीच बनी यह सुंदर कृतिम झील यहां का सबसे रमणीक स्थल है।,place,tra,tra_617,place,neg
489,tra_624,pos,अजमेर की ऐतिहासिक धरोहर तारागढ़ दुर्ग की दीवारें व बुर्ज पर्यटकों को लुभाते हैं।,place,tra,tra_624,place,neg
490,tra_640,pos,यह अभयारण्य प्राकृतिक सुंदरता के साथ-साथ पक्षियों से गुलजार रहता है।,scenery,tra,tra_640,hardware,pos
491,tra_643,pos,यह बहुत ही सुंदर और दर्शनीय स्थल है।,place,tra,tra_643,software,pos
492,tra_655,pos,इस शहर का उल्लेख भारत के धार्मिक ग्रन्थों में भी मिलता है।,misc,tra,tra_655,place,neg
493,tra_678,pos,महम की बावड़ी देश भर में प्रसिद्ध है।,place,tra,tra_678,software,pos
494,tra_688,neu,"पटना से लगभग 107 किमी और नालंदा से 19 किमी दूर राजगीर हिन्दू, जैन और बौद्ध तीनों धर्मो के धार्मिक स्थल हैं।",misc,tra,tra_688,place,neg
495,tra_689,neu,खासकर बौद्ध धर्म से इसका बहुत प्राचीन संबंध है।,place,tra,tra_689,software,pos
496,tra_694,neu,राजगीर पांच चट्टानी पहाड़ियों से घिरा है।,place,tra,tra_694,place,neg
497,tra_709,neu,"इस महोत्सव में मगध के इतिहास की झलक कलाकार गीत, संगीत और नृत्य के माध्यम से प्रस्तुत करते हैं।",misc,tra,tra_709,software,pos
498,tra_714,neu,बीकानेर यात्रा में राकेश के साथ लडेरा गाँव स्थित मरुभूमि महोत्सव देखने का कार्यक्रम बनाया गया था।,misc,tra,tra_714,hardware,pos
499,tra_723,pos,शायद वर्षों तक ये दृश्य मेरे स्मृतिपटल पर अंकित रहे।,scenery,tra,tra_723,performance,neg
500,tra_760,pos,माउंट एवरेस्ट को देख पाने की ललक भी अंदर ही अंदर स्कूली मन में कुलाँचे मार रही थी।,misc,tra,tra_760,hardware,pos
501,tra_767,neg,यहाँ खाना पीना उतना मँहगा नहीं पर रहना जेब को काफी भारी पड़ता है।,place,tra,tra_767,software,pos
502,tel_3,pos,"इस TV के बैकपैनल में खास LED Lights की पट्टियां लगी हुई है, जो स्क्रीन पर चल रही तस्वीर के हिसाब से अपने रंग बदलने की काबिलियत रखती है।",hardware,tel,tel_3,software,pos
503,tel_15,neu,"LED के पीछे स्पीकर्स और दूसरा सर्किट दिया है, इनमें ऑडियो पोर्ट, USB पोर्ट, 2 HDMI पोर्ट और VGA पोर्ट शामिल हैं।",hardware,tel,tel_15,software,pos
504,tel_17,neu,"बाएं तरफ ही कोएक्सीअल पोर्ट और अतिरिक्त USB पोर्ट दिया गया है साथ ही, यहां हेडफोन और मिनी AV आउट जैक भी मौजूद है।",hardware,tel,tel_17,software,pos
505,tel_30,neu,टेलीविजन में ऐप्स इन्सटॉल करने के लिए ऑनबोर्ड 8GB स्टोरेज है।,hardware,tel,tel_30,software,pos
506,tel_38,pos,ये बेहतर क्वालिटी और वाइड व्यू देने के साथ-साथ यूजर्स की आंखों को भी नुकसान नहीं पहुचाती है।,ease_of_use,tel,tel_38,software,pos
507,tel_48,neu,माइक्रोमैक्स के 4K टीवी 42 इंच और 49 इंच की स्क्रीन साइज ऑप्शन में आएंगे।,hardware,tel,tel_48,hardware,pos
508,tel_53,neu,माइक्रोमैक्स के ये दोनों ही टीवी एंड्रॉइड ऑपरेटिंग सिस्टम पर आधारित हैं।,software,tel,tel_53,software,pos
509,tel_76,neu,एप्पल टीवी में इंटरनेट कनेश्न पोर्ट के साथ एक HDMI पोर्ट (डिजिटल ऑडियो और वीडियो ट्रांसफर करने के लिए HDMI पोर्ट और केबल का इस्तेमाल किया जाता है।,hardware,tel,tel_76,ease_of_use,neg
510,tel_96,neu,"फिलहाल नया मैक स्पेशलिस्ट, सीरीयस फोटोग्राफर और 4K एडिटर को फोकस करेगा।",misc,tel,tel_96,software,pos
511,tel_108,pos,यही इसका सबसे महत्वपूर्ण फीचर भी है।,misc,tel,tel_108,software,pos
512,tel_129,pos,इसके चलते पिक्चर क्वालिटी पूरी तरह क्लियर मिलती है।,hardware,tel,tel_129,hardware,pos
